step,time,true_x,noe_x,rmse,comm_norm,entropy,coherence,rank
238,1.195,-7.123870274236773,-1.192236328369205,4.9173348969669,9.24029061348144,1.0911590158631295,0.8582466368065761,3
239,1.2,-7.014051743355118,-0.9930544881837591,4.972803790903985,8.845286972522796,1.0914549850680821,0.858615758596365,3
240,1.205,-6.906957728305655,-0.7871853435010792,5.040877980008638,8.440479340114473,1.0917544538748183,0.8590351041342026,3
241,1.21,-6.80277471308814,-0.574945516882515,5.121627205357782,8.035586053937264,1.0920559158739636,0.8594969310853564,3
242,1.215,-6.701672475280194,-0.35664551714010173,5.21511201610949,7.643640625057056,1.09235734342421,0.8599911248104418,3
243,1.22,-6.6038045570987425,-0.1325684978020405,5.321396751467547,7.281798172765408,1.0926560942720265,0.8605047095264152,3
244,1.225,-6.509308815905453,0.09705703128436483,5.440565411361363,6.97196908459854,1.092948836480181,0.861021401106559,3
245,1.23,-6.418308041272219,0.33208684115829357,5.572739396122707,6.740788320420866,1.0932315228745153,0.8615213216739301,3
246,1.235,-6.33091062633477,0.5724834731224959,5.718094121010961,6.618179370906326,1.093499457761254,0.8619810479506442,3
247,1.24,-6.247211281871674,0.8183163898993868,5.87686937343975,6.63391011952607,1.0937474943965086,0.8623741655219106,3
248,1.245,-6.167291782325648,1.0697256969382636,6.049367962845757,6.812551080749339,1.0939703637675944,0.8626723834709407,3
249,1.25,-6.091221733810419,1.3268489770892842,6.235940499163121,7.16884285775248,1.0941630684354307,0.8628470336918372,3
250,1.2550000000000001,-6.019059354998186,1.5897304640439032,6.436959500310702,7.7059846506012,1.0943212276016248,0.8628705897684151,3
251,1.26,-5.950852262641941,1.858240119454507,6.652789032202864,8.417589745130892,1.0944412815544269,0.8627178674256113,3
252,1.2650000000000001,-5.886638254337903,2.132020052958893,6.883754725431174,9.291661468874675,1.0945205392311037,0.8623667825636431,3
253,1.27,-5.8264460819634465,2.410459119208916,7.13011576321468,10.314339674900204,1.0945571173635675,0.8617987475022998,3
254,1.2750000000000001,-5.770296210024774,2.6926869114226264,7.392038178040302,11.472258487810445,1.094549838174748,0.8609988609069259,3
255,1.28,-5.718201553908073,2.977577582864349,7.669568067807821,12.753528847957972,1.0944981370613205,0.8599560184028496,3
256,1.285,-5.670168193742051,3.263757130954808,7.96260339880521,14.147830732563456,1.0944020063023687,0.85866300918657,3
257,1.29,-5.626196060244228,3.549611061045077,8.270863292003083,15.646067809487148,1.09426197883278,0.8571166096569212,3
258,1.295,-5.5862795895355255,3.8332914293800116,8.59385389280004,17.23986198203542,1.094079140955551,0.8553176489788068,3
259,1.3,-5.550408344466173,4.11272327018105,8.930830110723376,18.92101984093615,1.0938551545200783,0.8532710027895768,3
260,1.305,-5.518567600500432,4.385610781716942,9.280752743292007,20.681018505930545,1.093592266976888,0.8509854672461508,3
261,1.31,-5.490738894658969,4.649443741153817,9.642240826622183,22.510518414820915,1.093293290916587,0.8484734733729186,3
262,1.315,-5.466900536417145,4.901504666248329,10.013519538676784,24.398895790479298,1.0929615416695289,0.84575061765838,3
263,1.32,-5.447028079807189,5.13887737930667,10.392364668824044,26.33378535536048,1.0926007301992884,0.8428350048768585,3
264,1.325,-5.431094756274651,5.358457934369625,10.776045599147983,28.300628103447693,1.0922148167267203,0.8397464190660027,3
265,1.33,-5.419071868097493,5.556969379994619,11.161269935908047,30.282226898392654,1.0918078366304498,0.8365053552492511,3
266,1.335,-5.410929142392768,5.730982542492491,11.544134359445756,32.25832332602449,1.0913837133718807,0.8331319559491369,3
267,1.34,-5.406635045914266,5.876945871048356,11.920087838974025,34.20522207075914,1.0909460735002656,0.8296449020576635,3
268,1.345,-5.406157060988158,5.991228266470024,12.283914909524876,36.09550337932726,1.0904980767874732,0.8260603071822525,3
269,1.35,-5.409461923045767,6.0701795297351,12.629747955754837,37.897878519233466,1.0900422710408402,0.8223906583921896,3
270,1.355,-5.416515820296646,6.110213361727688,12.951118019962918,39.57725517708312,1.0895804769404247,0.8186438346691003,3
271,1.36,-5.427284556144351,6.107917427406676,13.241053118812152,41.09508610650993,1.0891137039885175,0.8148222179045573,3
272,1.365,-5.441733674984989,6.060193575391196,13.492230999296382,42.41007092619389,1.0886420948296884,0.8109218911996445,3
273,1.37,-5.459828552047967,5.964428656615013,13.697189402074585,43.47926367455396,1.0881648921744782,0.8069318976285972,3
274,1.375,-5.481534447942535,5.818692445106834,13.848591206686317,44.25960463486634,1.0876804206573345,0.8028335125916608,3
275,1.3800000000000001,-5.5068165285657305,5.621954099876405,13.93953467724094,44.70984388301446,1.0871860754646125,0.7985994681005858,3
276,1.385,-5.535639851010236,5.374302889362269,13.9638912382454,44.79276004977759,1.0866783107278328,0.7941930616478509,3
277,1.3900000000000001,-5.567969316087375,5.0771533059788965,13.916646036921364,44.47751005198193,1.0861526236775054,0.7895670891841087,3
278,1.395,-5.603769588053914,4.733410232703179,13.79421147392006,43.74188763675884,1.085603535493643,0.7846625639884278,3
279,1.4000000000000001,-5.643004982104432,4.347567541519517,13.594682307726236,42.57423620780859,1.085024576642896,0.7794072229577297,3
280,1.405,-5.685639320166545,3.9257142605632396,13.318003788191524,40.974768388485316,1.0844082930225907,0.7737138804182726,3
281,1.41,-5.73163575551722,3.4754266476947464,12.96603167627915,38.9560985438964,1.0837462988504891,0.7674787674164745,3
282,1.415,-5.7809565667275855,3.0055319587665963,12.542474132702111,36.542892707378925,1.0830294118263943,0.7605800908237872,3
283,1.42,-5.833562921443997,2.525739662880767,12.05271866754449,33.77067063085161,1.0822479138967624,0.7528771597717855,3
284,1.425,-5.889414610527618,2.0461473685030143,11.503560643133916,30.68393851198647,1.0813919848061433,0.7442105566039924,3
285,1.43,-5.948469753106389,1.5766411308022796,10.902861626546397,27.333973179812713,1.0804523538189104,0.7344039846190887,3
286,1.435,-6.0106844731450595,1.1262235236950744,10.25917613787414,23.77672608940486,1.0794212084930355,0.7232686454186836,3
287,1.44,-6.076012548213999,0.7023206457803113,9.581397655493754,20.071544929113525,1.0782933970510258,0.710611422057557,3
288,1.445,-6.1444050312388825,0.3101501729266971,8.878503035836836,16.282034857206177,1.0770679956163811,0.6962492469944015,3
289,1.45,-6.215809846144133,-0.04768996633737288,8.159571718036,12.48270554365409,1.0757505071234672,0.6800357031178188,3
290,1.455,-6.290171358466279,-0.3709699526986654,7.434672400734961,8.785719382388907,1.0743568897920888,0.6619212980270629,3
291,1.46,-6.3674299222120485,-0.6589910180566108,6.719489686019379,5.464893411107088,1.0729257359727629,0.6421525772482372,3
292,1.465,-6.4475214044728775,-0.8956993421988244,6.058168765302305,3.5860961541079663,1.07156866965425,0.6221321039570005,3
293,1.47,-6.530376689585155,-1.0442549542701514,5.530559005456123,4.691072456543119,1.070457588799337,0.6046145865274217,3
294,1.475,-6.615921164946108,-1.113763075303261,5.147170056271072,6.774658438313258,1.0695783819530764,0.5898701255436603,3
295,1.48,-6.704074190960578,-1.1326619716821256,4.884784866898445,8.522612151992021,1.0688589584305763,0.5771005787195546,3
296,1.485,-6.7947485580052005,-1.1249552857974194,4.720734001016908,9.790623102014836,1.068247376349441,0.5656499879779919,3
297,1.49,-6.8878499337540875,-1.1084475163791865,4.63568832641198,10.628730359523786,1.0677097074955995,0.5550567052624625,3
298,1.495,-6.983276304713612,-1.0955239643307948,4.613074354082169,11.117129244074206,1.0672235403983192,0.5449973432412745,3
299,1.5,-7.080917416361534,-1.0940186293307903,4.638648166401674,11.340579206371238,1.0667738457424314,0.5352452184881304,3
300,1.5050000000000001,-7.18065421687473,-1.1080144321911618,4.700357905967315,11.382507833448857,1.0663505544798042,0.5256454435640424,3
301,1.51,-7.282358310055472,-1.1385983463738683,4.788330160457896,11.321433147447614,1.0659470869421122,0.5160999749804304,3
302,1.5150000000000001,-7.3858914237223905,-1.1845812516796528,4.894842153585022,11.226869452954684,1.0655593698846422,0.5065572372641648,3
303,1.52,-7.491104900510493,-1.2431799029362764,5.014196176629227,11.154820379423992,1.0651850861926624,0.4970027433230349,3
304,1.5250000000000001,-7.597839218714354,-1.3106504823511997,5.142469158594046,11.14399492626607,1.0648230405619488,0.48744892964622927,3
305,1.53,-7.705923551496753,-1.382851565891059,5.277164618792269,11.214219636143952,1.0644726198376866,0.47792424386075044,3
306,1.5350000000000001,-7.815175373455953,-1.4557045174508332,5.416831526472635,11.36796632294346,1.064133376147194,0.46846286200773896,3
307,1.54,-7.9254001241801095,-1.5255238549368642,5.560718710654065,11.594617427053091,1.063804760174065,0.4590966786584398,3
308,1.545,-8.036390938995762,-1.5892110841477773,5.708507010807218,11.875954852452129,1.0634859992468766,0.44985045274588015,3
309,1.55,-8.147928457615256,-1.6443303095985442,5.860126051557477,12.191194387116381,1.063176083057807,0.4407399276717727,3
310,1.555,-8.259780721778768,-1.689098833145131,6.0156389299086825,12.520579226927383,1.0628738090856058,0.43177206903158694,3
311,1.56,-8.371703173241963,-1.722327389978986,6.17517144511413,12.847386082933827,1.0625778483557484,0.4229464477893198,3
312,1.565,-8.483438763549891,-1.7433375788362255,6.338866574610265,13.15869465845117,1.0622868079479635,0.4142570230973186,3
313,1.57,-8.594718186930214,-1.751874663377201,6.506852038911816,13.445389560644779,1.0619992803361533,0.40569388409192336,3
314,1.575,-8.705260247302919,-1.748025910836958,6.679214763167676,13.701777788796514,1.0617138781063757,0.39724475224683964,3
315,1.58,-8.81477236980869,-1.732149063463794,6.855979757030109,13.925069112804826,1.0614292565372927,0.38889619390648505,3
316,1.585,-8.922951266375705,-1.7048121568625092,7.037092792409496,14.114853108535387,1.0611441276705351,0.3806345654749806,3
317,1.59,-9.029483763650108,-1.6667440884573779,7.222406960866576,14.272631421569669,1.0608572692745712,0.37244673985495247,3
318,1.595,-9.134047800089155,-1.6187945325920623,7.411673293201687,14.401420572555338,1.060567531372648,0.36432066430420906,3
319,1.6,-9.23631359714551,-1.5619015867798822,7.604535462582713,14.505418668234682,1.0602738421804216,0.3562457906314154,3
320,1.605,-9.335945007252354,-1.4970656476243676,7.800528348717466,14.589720199949362,1.059975214543974,0.3482134060058548,3
321,1.61,-9.432601038758433,-1.425328284911096,7.999080000279117,14.660061155315287,1.059670753325391,0.34021688027650354,3
322,1.615,-9.525937555078363,-1.3477552002677768,8.199516336265306,14.722578701234353,1.0593596636487532,0.3322518353105029,3
323,1.62,-9.61560914214803,-1.2654226516881195,8.401067795579742,14.78357391166305,1.0590412594869965,0.3243162343188075,3
324,1.625,-9.701271134854082,-1.179406949278757,8.602877092797138,14.849271368140244,1.058714971742705,0.3164103849087588,3
325,1.6300000000000001,-9.78258178950083,-1.0907767502809165,8.804007278331818,14.925575232234905,1.0583803547690713,0.30853684892972866,3
326,1.635,-9.85920458566281,-1.0005878893982185,9.003449438613606,15.017826921877173,1.0580370902127887,0.3007002550131899,3
327,1.6400000000000001,-9.930810637035957,-0.9098803801451041,9.200129600961697,15.130574139184555,1.057684987155747,0.2929070155904578,3
328,1.645,-9.997081187245703,-0.8196770422897259,9.392914708006805,15.267364041991405,1.0573239777876218,0.2851649581359011,3
329,1.6500000000000001,-10.057710163107389,-0.730982996841739,9.580617861198695,15.430574344436318,1.0569541082322633,0.2774828890170079,3
330,1.655,-10.112406754679801,-0.6447850822598795,9.762003354150073,15.621294937843201,1.0565755246268882,0.2698701159991202,3
331,1.6600000000000001,-10.16089798872579,-0.5620501412903565,9.935792273940725,15.83926954539009,1.056188455046024,0.2623359606506669,3
332,1.665,-10.20293126001142,-0.4837211497410294,10.100669600230995,16.082902650947368,1.0557931883007856,0.25488929362303764,3
333,1.67,-10.238276783345905,-0.41071032389155704,10.255293753776007,16.349332342278814,1.0553900509700043,0.24753812377162251,3
334,1.675,-10.266729928484658,-0.34388864098434624,10.398309434691665,16.634565559027994,1.054979384199351,0.24028926682358687,3
335,1.68,-10.28811340006495,-0.28407160218494454,10.528364362958436,16.933669007107174,1.054561521832029,0.2331481118158948,3
336,1.685,-10.302279225672223,-0.23200151014779635,10.644130218717162,17.241006782837545,1.0541367713271375,0.2261184950861457,3
337,1.69,-10.309110516972465,-0.1883269713761564,10.744327713084578,17.55051432739216,1.0537053987106464,0.2192026833720129,3
338,1.695,-10.30852297158858,-0.15358072045414417,10.827755335852643,17.855997349357352,1.0532676185238667,0.21240146042294245,3
339,1.7,-10.300466087011065,-0.1281571639676855,10.89332095402451,18.151443482550725,1.0528235894159013,0.20571430590353296,3
340,1.705,-10.284924062247027,-0.11229123475929725,10.94007509773454,18.43133349851053,1.052373415691308,0.19913965133806732,3
341,1.71,-10.261916368027084,-0.10604022262555901,10.967244484532749,18.69093785747182,1.0519171547829613,0.1926751951832878,3
342,1.715,-10.23149797207899,-0.10927020607749682,10.97426411121049,18.926583411399033,1.0514548302743332,0.1863182574311913,3
343,1.72,-10.193759212087862,-0.12164855861280444,10.960806093193797,19.13587444715886,1.0509864497408596,0.1800661530179573,3
344,1.725,-10.1488253153256,-0.14264375315005395,10.926803363153931,19.317852344208223,1.050512026312788,0.1739165624362341,3
345,1.73,-10.096855570365237,-0.17153335191689933,10.872466362675029,19.473079341144533,1.0500316024865524,0.16786787722166838,3
346,1.735,-10.038042162614184,-0.2074206571168915,10.798290987317513,19.603634697730058,1.049545274350975,0.16191949761778798,3
347,1.74,-9.972608691423067,-0.24926001909190632,10.705056295047385,19.713016291451062,1.0490532140966171,0.1560720602475355,3
348,1.745,-9.900808392084164,-0.2958902617638941,10.59381088310011,19.80594761419953,1.0485556885172915,0.15032757581794579,3
349,1.75,-9.822922090974753,-0.34607510199263203,10.46584739863229,19.888099085851653,1.0480530712859955,0.14468946158826845,3
350,1.7550000000000001,-9.739255926299254,-0.3985488337962195,10.322665379249528,19.96574284193168,1.047545847181219,0.1391624610870449,3
351,1.76,-9.650138870242142,-0.4520649646711732,10.165923495348082,20.045370203275624,1.0470346071973413,0.13375245423074056,3
352,1.7650000000000001,-9.555920090795668,-0.5054450011376446,9.997383216159763,20.13330873945557,1.0465200345534602,0.1284661734402089,3
353,1.77,-9.456966193039696,-0.5576242793906374,9.818846823922007,20.235378793498377,1.0460028828682966,0.123310853426336,3
354,1.7750000000000001,-9.353658380225962,-0.6076917249242726,9.632093398372994,20.356625706673473,1.045483948949814,0.11829385130419207,3
355,1.78,-9.246389574687297,-0.6549207750390522,9.438816730589991,20.501153428000602,1.044964043479086,0.11342227715018233,3
356,1.7850000000000001,-9.135561537413135,-0.6987894195497475,9.240568995742143,20.672069441999945,1.0444439631307183,0.10870267182001804,3
357,1.79,-9.021582023189133,-0.7389883319037693,9.038713406373049,20.871533558759687,1.0439244672940853,0.10414075940237269,3
358,1.795,-8.904862005592703,-0.7754172218821793,8.834388075286128,21.100888344423172,1.0434062616458097,0.09974128841436282,3
359,1.8,-8.785813002982692,-0.8081706496048113,8.628482115266214,21.36084024302969,1.042889989619379,0.09550796197546688,3
360,1.805,-8.664844533043304,-0.8375154215424203,8.421623795966775,21.651659121919156,1.0423762316167926,0.09144344573085747,3
361,1.81,-8.542361719564708,-0.8638622278889514,8.22798419546697,21.97336911877177,1.041865510854771,0.0875494351122554,3
362,1.815,-8.418763071088744,-0.8877343462468303,8.244224089577793,22.325912710952466,1.041358304167755,0.08382676104004858,3
363,1.82,-8.294438446933688,-0.9097360747957381,8.261094324189292,22.709279845264483,1.0408550559123577,0.08027551458068695,3
364,1.825,-8.169767222043504,-0.930523163281805,8.278718619076177,23.12360232513167,1.040356193253607,0.07689517492668695,3
365,1.83,-8.045116658177776,-0.9507769921184774,8.297195411503731,23.5692191450448,1.0398621414405582,0.07368472985167118,3
366,1.835,-7.920840485247546,-0.9711837073110132,8.316610502203341,24.046720905437823,1.0393733380782337,0.07064278233628718,3
367,1.84,-7.797277693173311,-0.9924190245397355,8.33704706077629,24.556981433424998,1.0388902457829112,0.06776764067868166,3
368,1.845,-7.674751531542384,-1.0151390129916464,8.358592312494359,25.10118321948224,1.0384133629145833,0.06505739186318392,3
369,1.85,-7.553568711606868,-1.0399768769578657,8.381340385393209,25.680841187450213,1.0379432322934814,0.06250995934548877,3
370,1.855,-7.434018802809275,-1.0675455724732998,8.405390908194939,26.297827351847904,1.037480447930395,0.06012314696642804,3
371,1.86,-7.316373814056688,-1.0984460204661275,8.430843008152076,26.954397495519963,1.0370256598499679,0.05789467071164486,3
372,1.865,-7.2008879483812,-1.1332806983015118,8.457784358515966,27.653220269024953,1.036579577083573,0.055822179734890134,3
373,1.87,-7.087797518409984,-1.172672502262074,8.486274864379428,28.397409028376455,1.0361429688735666,0.0539032676303971,3
374,1.875,-6.977321009201089,-1.2172889735626313,8.516324449621033,29.19055714646797,1.0357166640791582,0.05213547447421713,3
375,1.8800000000000001,-6.869659274453476,-1.2678722751787035,8.547864212590827,30.036778289140155,1.035301548715593,0.05051627969848782,3
376,1.885,-6.764995851840813,-1.3252757075013406,8.580709949356178,30.940754105669107,1.0348985614982043,0.04904308542604647,3
377,1.8900000000000001,-6.663497383214224,-1.3905080751859842,8.614516695567895,31.907792877956485,1.0345086872031868,0.047713189473761276,3
378,1.895,-6.565314125635123,-1.4647878894587976,8.648722505981583,32.94390391614996,1.0341329475984513,0.046523746834929186,3
379,1.9000000000000001,-6.47058053960059,-1.54961024042818,8.682479169669666,34.05589397684438,1.0337723896417268,0.04547171809449416,3
380,1.905,-6.379415941377119,-1.6468302412147224,8.714566946160247,35.251493888749465,1.0334280705921308,0.04455380295914069,3
381,1.9100000000000001,-6.291925207032069,-1.758768276775065,8.74328970445685,36.539526151754686,1.0331010396415503,0.04376635696917673,3
382,1.915,-6.208199516516456,-1.8883439393025832,8.766346062527358,37.930127861095805,1.032792315653288,0.043105289604968476,3
383,1.92,-6.128317126980935,-2.0392475564532333,8.780671283938636,39.43504832523723,1.0325028606129762,0.04256594255341664,3
384,1.925,-6.052344165375163,-2.216160668705072,8.782243842947258,41.06804774011875,1.0322335484741492,0.04214294806219102,3
385,1.93,-5.980335431268256,-2.4250397092693134,8.765849821134461,42.84543295430102,1.0319851292531848,0.041830069362980365,3
386,1.935,-5.912335201716885,-2.6734804338140243,8.72479783738627,44.786779599345266,1.031758188548496,0.041620028482881474,3
387,1.94,-5.848378030882559,-2.971184136615662,8.650577384847981,46.915907748878595,1.0315531032046439,0.04150433191982677,3
388,1.945,-5.788489537948583,-3.330549880196756,8.5324548755216,49.26220196668866,1.031369994721659,0.04147311231698362,3
389,1.95,-5.732687177700078,-3.767418821878877,8.357005480552449,51.86239690647743,1.0312086833573124,0.04151501517940485,3
390,1.955,-5.68098098889988,-4.301995252887039,8.107586941187352,54.76298572541256,1.0310686478078863,0.041617174326266375,3
391,1.96,-5.633374316313386,-4.959960575024354,7.763777258704746,58.02344493304015,1.0309489978867439,0.04176533756681781,3
392,1.965,-5.589864502902888,-5.773774986506595,8.267278459077625,61.720488422922514,1.0308484704033574,0.04194422154120917,3
393,1.97,-5.55044354932425,-6.784117373416457,10.280085676876995,65.95352032684706,1.0307654603926135,0.04213818217086643,3
394,1.975,-5.515098738415125,-8.041332863737082,12.590352327499042,70.85124782037035,1.030698098754965,0.04233226469840967,3
395,1.98,-5.483813222864367,-9.606623394117868,15.234812832153466,76.57882684212683,1.030644380368364,0.04251361286521618,3
396,1.985,-5.45656657469796,-11.552519058493665,18.245438951459814,83.34355111664948,1.0306023334931396,0.04267303960622905,3
397,1.99,-5.433335295609412,-13.961923256656611,21.641688786612473,91.39435909031319,1.0305702121130491,0.042806312019930265,3
398,1.995,-5.414093287504467,-16.92481105544049,25.418288837447147,101.00576702831488,1.030546716097864,0.04291454266079363,3
399,2.0,-5.398812282923932,-20.531639110994863,29.527538050818347,112.43077707930702,1.0305313226794515,0.04300332821715337,3
400,2.005,-5.387462235257441,-24.862819128146356,33.856212188672636,125.80416006877074,1.0305248643398122,0.04308106794818018,3
401,2.0100000000000002,-5.380011668868316,-29.973708600498526,38.199334111671874,140.98954084359997,1.0305302200196946,0.043157447204435054,3
402,2.015,-5.376427989418773,-35.871972932623514,42.23573248017296,157.41190498838458,1.030552129833713,0.043241924973492246,3
403,2.02,-5.376677754818991,-42.47350418647214,45.51234503823378,174.01265957892116,1.03059423445328,0.043339806947853145,3
404,2.025,-5.38072690732641,-49.502812961517975,47.450450139336056,189.5490575584639,1.0306524643455743,0.04344500518135933,3
405,2.0300000000000002,-5.388540967396621,-56.30379148758933,47.41999678646405,203.32215447438847,1.0307093841160804,0.04353829149012919,3
406,2.035,-5.400085189937647,-61.644326202195415,45.003659277896475,215.73715762157187,1.030741370040829,0.043607134401197754,3
407,2.04,-5.415324683648593,-63.902788406805946,40.54991049204211,227.1324905506708,1.0307418836959519,0.043674721951441765,3
408,2.045,-5.434224494134981,-62.10530225096934,35.62770552692381,234.60936558432473,1.0307303060290323,0.04377874417648296,3
409,2.05,-5.4567496514894955,-57.201483923521124,32.39156269310707,232.1662334293838,1.0307238278410056,0.043913705876030135,3
410,2.055,-5.482865183011672,-51.69532621729889,31.976362735851975,218.64780893454412,1.0307213712693857,0.0440467067722801,3
411,2.06,-5.512536091716184,-47.645466690737194,33.919919920700835,203.36648761453722,1.0307194940395221,0.04416561275342437,3
412,2.065,-5.5457273012497925,-45.59607302338363,37.09857179942121,197.83639078934917,1.030719741608528,0.04427543546297061,3
413,2.07,-5.582403567804687,-45.07405412972645,40.55693780719235,204.6884258726504,1.0307253948864068,0.04438023447972447,3
414,2.075,-5.622529359583777,-45.29470580541401,43.62149422332533,219.22802124243262,1.0307384624510383,0.04447616175758589,3
415,2.08,-5.666068704344349,-45.49265234712604,45.767847026436016,236.0718245737435,1.0307572049135794,0.044550311310523213,3
416,2.085,-5.712985005523329,-45.046617712481606,46.58374877301998,251.12348684153315,1.0307752948004267,0.04458383585059251,3
417,2.09,-5.763240827433103,-43.561407376501435,45.86486678804422,261.004351854627,1.0307847181357932,0.044560293829363634,3
418,2.095,-5.816797650014399,-40.92090123190863,43.729575129467015,263.08977889784103,1.0307809201881741,0.04447592809817445,3
419,2.1,-5.873615593645159,-37.2674097501102,40.62270977137994,256.4034581672348,1.0307652524652455,0.04434339274431509,3
420,2.105,-5.933653114534658,-32.89872005499414,37.183023638467105,242.21390661921055,1.0307425906590306,0.04418453738681131,3
421,2.11,-5.996866671283494,-28.132622182913977,34.0710767400849,223.57969599895102,1.0307174504701555,0.04401869928114499,3
422,2.115,-6.063210363265615,-23.201891062529633,31.870324918422174,204.32110919067554,1.0306921383796728,0.04385568711606563,3
423,2.12,-6.132635541591437,-18.21188357085214,31.097448235501307,188.33506197694226,1.0306670770546156,0.043695606763573744,3
424,2.125,-6.2050903935446,-13.165294634423859,32.28826444919819,179.51108870132242,1.0306420294301386,0.04353196298935141,3
425,2.13,-6.28051950155196,-8.075585016254763,36.10324821667739,181.6266042559806,1.0306176082425067,0.04335363563081686,3
426,2.1350000000000002,-6.358863377950392,-3.265990637553628,45.43767401727468,197.47705046230263,1.0305969252704696,0.04314190807033805,3
427,2.14,-6.440057977057442,-0.0017046265945737105,59.21368204248944,228.0581634018321,1.0305876446028666,0.0428588915274276,3
428,2.145,-6.5240341863387785,-1.0528425329993496,74.30429701177856,274.950318051558,1.0306012850644528,0.04241589541270777,3
429,2.15,-6.610717298795904,-8.463282269040665,87.39935257055652,347.366485542907,1.0306395602595602,0.041648251250575904,3
430,2.1550000000000002,-6.7000264690746665,-16.336248190861244,96.90667383152919,451.0915906200348,1.0306667041432491,0.040514130597339625,3
431,2.16,-6.791874156219979,-13.138331790487715,91.59443571483371,525.2078557822031,1.0306164960166169,0.039410893552370485,3
432,2.165,-6.886165556475335,-2.3288716194120305,77.42654440652221,481.4816328971578,1.0304980809765927,0.03866107649645794,3
433,2.17,-6.982798030046759,0.6038100890959868,60.0099106824132,380.98021432249317,1.0304014088132973,0.03826397289199482,3
434,2.1750000000000003,-7.081660526318088,-5.759829470747043,42.59730260650264,286.67544588632626,1.0303388107658369,0.038126669261474705,3
435,2.18,-7.182633012615005,-13.046400264769261,36.05642831184912,207.57172551300462,1.0302856565243417,0.03809718996721504,3
436,2.185,-7.285585912264321,-18.542562761376942,35.09218140047875,167.2584735030494,1.0302351481846865,0.03809797953037232,3
437,2.19,-7.390379558376225,-22.94518558252803,36.57930412428763,157.28098718106628,1.0301841247020678,0.03809807374588936,3
438,2.195,-7.49686367048186,-27.022946678897902,39.3415361660115,162.50437767788506,1.0301299939434396,0.038077777159034674,3
439,2.2,-7.604876861875749,-31.106537220120945,42.66790368362421,175.9644278859567,1.030072254093535,0.03802623104200558,3
440,2.205,-7.714246186228643,-35.193944085317995,45.99672363958495,194.50630329770283,1.0300140546550711,0.037941229427174185,3
441,2.21,-7.8247867327351,-39.09700620286334,48.850941331044055,215.34264085199135,1.0299638845345305,0.03783093942758294,3
442,2.215,-7.936301279722296,-42.586051773598264,50.91253788671406,235.15672454195413,1.029935033470839,0.037712815613164134,3
443,2.22,-8.048580017250206,-45.50654994302714,52.11920566103058,250.80123132951132,1.0299405826839683,0.03760507550860556,3
444,2.225,-8.161400349753455,-47.816890809893465,52.66405584911206,260.6495727773164,1.0299857717715446,0.037515245522798155,3
445,2.23,-8.274526790184408,-49.5385520758844,52.85807627913477,265.2784024518993,1.0300632670816494,0.037436295397090556,3
446,2.235,-8.387710957385401,-50.666585918418804,52.93207166813496,266.7492006439425,1.0301550296867914,0.037355614149825654,3
447,2.24,-8.500691688514049,-51.10036028636034,52.90760211954541,267.0187395856035,1.0302398754765392,0.03727180387368921,3
448,2.245,-8.6131952782363,-50.665984875916045,52.63175713660718,266.5316608939408,1.0303030187990658,0.03720659699440777,3
449,2.25,-8.724935856054692,-49.28675614159384,51.95510773447362,263.99140330311826,1.030342090321403,0.03719799493704418,3
450,2.255,-8.835615912521872,-47.19235308007725,50.89525650564608,257.9192400276745,1.0303647304649968,0.03727512856526078,3
451,2.2600000000000002,-8.944926984172437,-44.919944760387146,49.661596298925474,248.79938413534975,1.030380111589635,0.037437320063585515,3
452,2.265,-9.052550505763417,-43.07135418046232,48.587977830763556,239.27105240201024,1.0303925311423472,0.03765489541053372,3
453,2.27,-9.158158836825008,-42.05693579344112,48.02486700275795,232.39469331688855,1.030400565355722,0.03788420550831447,3
454,2.275,-9.261416467575328,-41.988823158147014,48.179598949688575,230.421836206054,1.0303993543523537,0.03808222885871561,3
455,2.2800000000000002,-9.361981406942089,-42.697065636039035,48.97322776433695,234.6361032220169,1.0303829852303368,0.038213778593507684,3
456,2.285,-9.459506752767197,-43.78397600905653,50.01794492684639,245.1364587019739,1.0303459333279443,0.038252687963882974,3
457,2.29,-9.553642441267046,-44.696821188770464,50.73673175710968,260.22194062810183,1.0302849837654018,0.03818383584014895,3
458,2.295,-9.644037169515403,-44.85716562318037,50.59089892414602,276.0876649466545,1.030202843430323,0.03800960380138325,3
459,2.3000000000000003,-9.730340481155942,-43.83860750935737,49.3473725622215,287.7673581324166,1.030110576394505,0.037754309786990695,3
460,2.305,-9.812205001801871,-41.492584786425624,47.25604102865151,291.41657230325336,1.0300240457434395,0.037456878229898946,3
461,2.31,-9.889288806720346,-37.9363531376178,45.02939785129657,286.4418520437359,1.0299559663773183,0.03715351744649062,3
462,2.315,-9.961257899523078,-33.451964591534264,43.672397240693044,275.7545963741998,1.0299115648208277,0.036863331194787165,3
463,2.32,-10.027788776798472,-28.426937728170117,44.30799179299995,264.4971193602261,1.0298912307909287,0.036584232599097564,3
464,2.325,-10.088571050040871,-23.436127097655366,48.048861728850774,258.82588574865906,1.0298960779064772,0.03629370025135777,3
465,2.33,-10.143310092981798,-19.511760423288735,55.76649257784705,264.92999856097924,1.0299313119251368,0.03594235119132773,3
466,2.335,-10.191729679631246,-18.392522917602612,67.38666357717581,287.7331657022822,1.0300022121177694,0.03543016628186018,3
